ID	Value
hhd322	खाने\V_VM में\PSP विटामिन-ए\N_NN की\PSP मात्रा\N_NN की\PSP कमी\N_NN लगातार\RB दस्त\N_NN तथा\CC_CCD कुपोषण\N_NN में\PSP विटामिन-ए\N_NNP का\PSP अवशोषण\N_NN (\RD_SYM Absorption\RD_RDF )\RD_SYM कम\N_NN होना\V_VM ।\RD_PUNC
hhd323	खसरे\N_NN के\PSP समय\N_NN व\CC_CCD बाद\N_NST में\PSP विटामिन-ए\N_NN की\PSP मांग\N_NN का\PSP अधिक\QT_QTF होना\V_VM ।\RD_PUNC
hhd324	कम\JJ रोशनी\N_NN में\PSP दिखाई\V_VM देता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd325	स्वेत\JJ पटल\N_NN सूखा\JJ हो\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd326	बिटोटस\N_NN स्पॉट्स\N_NN -\RD_PUNC श्वेत\JJ श्‍वेत\JJ पटल\N_NN पर\PSP श्वेत\JJ श्‍वेत\JJ धब्बे\N_NN दिखाई\V_VM देते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd327	रतौंधी\N_NN से\PSP बचने\V_VM के\PSP लिए\PSP चौलाई\JJ ,\RD_PUNC चने\N_NN का\PSP साग\N_NN ,\RD_PUNC मैथी\N_NN का\PSP साग\N_NN ,\RD_PUNC पालक\N_NN ,\RD_PUNC बन्दगोभी\N_NN ,\RD_PUNC धनिया\N_NN ,\RD_PUNC गाजर\N_NN ,\RD_PUNC पपीता\N_NN ,\RD_PUNC आम\JJ आदि\N_NN का\PSP सेवन\N_NN करें\V_VM ।\RD_PUNC
hhd328	माँ\N_NN को\PSP दूध\N_NN के\PSP लिए\PSP प्रोत्साहित\N_NN करना\V_VM ।\RD_PUNC
hhd329	खसरे\N_NN का\PSP समय\N_NN पर\PSP टीका\N_NN लगाना\V_VM ।\RD_PUNC
hhd330	विटामिन-ए\N_NNP की\PSP खुराक\N_NN (\RD_SYM 1\QT_QTC लाख\N_NN आई.यू.\N_NN )\RD_SYM ,\RD_PUNC खसरे\N_NN के\PSP टीके\N_NN समय\N_NN तथा\CC_CCD 3\QT_QTC वर्ष\N_NN तक\PSP (\RD_SYM 2\QT_QTC लाख\QT_QTC आई.यू\N_NN )\RD_SYM 3\QT_QTC माह\N_NN के\PSP अन्तराल\N_NN पर\PSP देना\V_VM ।\RD_PUNC
hhd331	बच्चों\N_NN को\PSP पौष्टिक\JJ आहार\N_NN दिये\V_VM जाने\V_VAUX की\PSP आवश्यकता\N_NN है\V_VAUX ताकि\CC_CCS कुपोषण\JJ से\PSP होने\V_VM वाले\PSP कॉर्नियल\N_NN ब्लाइन्डनेस\N_NN से\PSP बचाया\V_VM जा\V_VAUX सकें\V_VAUX ।\RD_PUNC
hhd332	रूबेला\N_NN के\PSP कारण\N_NN होने\V_VM वाले\PSP कन्जानाईटल\N_NN कैटरेक्ट\N_NN के\PSP लिये\PSP समय\N_NN पर\PSP टीकाकरण\N_NN किये\V_VM जाने\V_VM की\PSP आवश्यकता\N_NN है\V_VAUX ।\RD_PUNC
hhd333	आँखों\N_NN में\PSP चोट\N_NN के\PSP लगने\V_VM के\PSP कारण\N_NN लगभग\N_NN 20\QT_QTC से\PSP 40\Q_QTC प्रतिशत\N_NN बच्चें\N_NN एक\QT_QTC आँख\N_NN से\PSP अन्धे\N_NN हो\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd334	आँखों\N_NN की\PSP सुरक्षा\N_NN के\PSP बारे\N_NN में\PSP लोगों\N_NN को\PSP शिक्षित\N_NN किये\V_VM जाने\V_VAUX की\PSP आवश्यकता\N_NN है\V_VAUX ताकि\CC_CCS पटाखें\N_NN औद्योगिक\JJ दुर्घटनायें\N_NN एवं\CC_CCD रोड\N_NN ट्रेफिक\N_NN दुर्घटनायों\N_NN से\PSP होने\V_VM वाली\PSP अन्धता\N_NN को\PSP बचाया\V_VM जा\V_VAUX सके\V_VAUX ।\RD_PUNC
hhd335	रोगों\N_NN से\PSP आँखों\N_NN के\PSP बचाव\N_NN के\PSP लिये\PSP Environmental\RD_RDF senitation\RD_RDF की\PSP ओर\N_NN ध्यान\N_NN दिये\V_VM जाने\V_VAUX की\PSP आवश्यकता\N_NN है\V_VAUX तथा\CC_CCD उपचार\N_NN समय\N_NN पर\PSP किये\PSP जाने\V_VM की\PSP जरूरत\N_NN है\V_VAUX ।\RD_PUNC
hhd336	धीरे-धीरे\RB तथा\CC_CCD बिना\PSP दर्द\N_NN के\PSP एक\QT_QTC या\CC_CCD दोनों\QT_QTO आँखों\N_NN में\PSP एक\QT_QTC माह\N_NN या\CC_CCD वर्ष\N_NN में\PSP दृष्टि\N_NN में\PSP धीरे-धीरे\RB कमी\N_NN आना\V_VM ।\RD_PUNC
hhd337	भूरा\JJ (\RD_SYM Gray\RD_RDF )\RD_SYM या\CC_CCD सफेद\JJ पुतली\N_NN (\RD_SYM प्यूपिल\N_NN )\RD_SYM होना\V_VM ।\RD_PUNC
hhd338	जब\PR_PRL प्रकाश\N_NN की\PSP किरणें\N_NN दृष्टि\N_NN पटल\N_NN (\RD_SYM रेटिना\N_NN )\RD_SYM पर\PSP नही\RP_NEG पड़ती\V_VM हैं\V_VAUX या\CC_CCD तो\RP_RPD रेटिना\N_NN के\PSP आगे\N_NST या\RP_RPD रेटिना\N_NN के\PSP पीछे\N_NST पड़ती\V_VM है\V_VAUX ।\RD_PUNC
hhd339	जब\PR_PRL प्रकाश\N_NN की\PSP किरणें\N_NN रेटिना\N_NN से\PSP पहले\N_NST एकत्रित\N_NST हो\V_VM जाती\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd340	फंगस\N_NN भी\RP_RPD हमारे\PR_PRP शरीर\N_NN में\PSP रहने\V_VM वाला\PSP ऐसा\DM_DMD एक\QT_QTC जीव\N_NN है\V_VAUX जो\PR_PRL हमारे\PR_PRP शरीर\N_NN को\PSP नुकसान\N_NN पहुँचाता\V_VM है\V_VAUX ।\RD_PUNC
hhd341	फंगस\JJ नमी\NJJ वाली\PSP जगह\N_NN जैसे\CC_CCD हमारे\PR_PRL पैर\N_NN के\PSP अंगूठे\N_NN के\PSP नाखून\N_NN के\PSP नीचे\N_NST अपना\PR_PRF घर\N_NN बना\V_VM लेते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd342	जिसे\PR_PRL ओनिकोमाइसिस\N_NN कहते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd343	मरीज\N_NN नजदीक\N_NST की\PSP चीजें\N_NN साफ\JJ देख\V_VM सकता\V_VAUX है\V_VAUX परन्तु\CC_CCD दूर\N_NN की\PSP चीजें\N_NN देखने\V_VM में\PSP परेशानी\N_NN होती\V_VM है\V_VAUX ।\RD_PUNC
hhd344	मरीज\N_NN चीजों\N_NN को\PSP देखने\V_VM के\PSP लिये\PSP आँख\N_NN के\PSP पास\N_NST लाता\V_VM है\V_VAUX ।\RD_PUNC
hhd345	क्लास\N_NN में\PSP विद्यार्थी\N_NN श्यामपट\N_NN के\PSP काफी\QT_QTF नजदीक\N_NST बैठने\V_VM की\PSP कोशिश\N_NN करता\V_VM हैं\V_VAUX ।\RD_PUNC
hhd346	जब\PR_PRL प्रकाश\N_NN की\PSP किरणें\N_NN रेटिना\N_NN के\PSP पीछे\N_NST एकत्रित\N_NN होती\V_VM है\V_VAUX यह\DM_DMD ज्यादातर\N_NN जवान\JJ बच्चों\N_NN में\PSP देखा\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd347	सिर\JJ दर्द\N_NN ,\RD_PUNC आँखों\N_NN में\PSP भारीपन\N_NN ,\RD_PUNC पढ़ने\V_VM में\PSP परेशानी\N_NN ।\RD_PUNC
hhd348	आँख\N_NN की\PSP मांसपेशियों\N_NN की\PSP कमजोरी\N_NN के\PSP कारण\N_NN लैन्स\N_NN अपना\PR_PRF आकार\N_NN नही\RP_NEG बदल\V_VM पाता\V_VAUX पढ़ते\V_VM या\RP_RPD नजदीकी\JJ काम\N_NN करते\V_VM समय\N_NN प्रकाश\N_NN की\PSP किरणें\N_NN रेटिना\N_NN के\PSP पीछे\N_NST पड़ती\V_VM हैं\V_VAUX यह\DM_DMD 40\QT_QTC वर्ष\N_NN और\CC_CCD उससे\PR_PRP ऊपर\N_NST की\PSP उम्र\N_NN में\PSP पाई\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd349	दूर\N_NN पढ़ने-लिखने\V_VM व\CC_CCD कोई\DM_DMI भी\RP_RPD नजदीकी\N_NST काम\N_NN करने\V_VM में\PSP धुंधलापन\N_NN ।\RD_PUNC
hhd350	यदि\CC_CCS कोई\DM_DMQ रोशनी\N_NN की\PSP किरण\N_NN आँख\N_NN के\PSP पर्दे\N_NN के\PSP आगे\N_NST या\RP_RPD पीछे\N_NST किसी\DM_DMQ एक\QT_QTC बिन्दु\N_NN पर\PSP केन्द्रित\N_NN नही\RP_NEG हो\V_VM पाती\V_VAUX जिससे\PR_PRL कि\CC_CCS धुंधला\JJ दिखता\V_VM है\V_VAUX ।\RD_PUNC
hhd351	दूर\N_NST अथवा\CC_CCD नजदीक\N_NST देखने\V_VM में\PSP धुंधलापन\N_NN सर\N_NN में\PSP दर्द\N_NN होना\V_VM आँख\N_NN का\PSP लाल\JJ होना\V_VM ।\RD_PUNC
hhd352	सिलिंडरिकल\JJ ग्लासेस\N_NN को\PSP हमेशा\N_NST पहनना\V_VM है\V_VAUX ।\RD_PUNC
hhd353	कैंसर\N_NN एक\QT_QTC जीवन\N_NN शैली\N_NN से\PSP उत्पन्न\N_NN होने\N_NN वाली\PSP बीमारी\N_NN है\V_VAUX ।\RD_PUNC
hhd354	कैंसर\N_NN हमारे\PR_PRP गलत\JJ अचार\N_NN ,\RD_PUNC विचार\N_NN व्यवहार\N_NN और\CC_CCD आहार\N_NN से\PSP उत्पन्न\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
hhd355	अधिक\QT_QTF सिगरेट\N_NN पीने\V_VM से\PSP फेफड़ों\N_NN ,\RD_PUNC स्वॉस\N_NN की\PSP नलियों\N_NN का\PSP कैंसर\N_NN अधिक\QT_QTF होता\V_VM है\V_VAUX ।\RD_PUNC
hhd356	जैसे-जैसे\CCS हम\PR_PRP विकास\N_NN की\PSP ओर\N_NN अग्रसर\N_NN हो\V_VM रहे\V_VAUX है\V_VAUX एवं\CC_CCS संक्रामक\JJ रोगों\N_NN पर\PSP निजात\N_NN पा\V_VM रहे\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd357	वैसे-वैसे\CCS अपने\PR_PRF जीवन\N_NN की\PSP शैली\N_NN में\PSP बदलाव\N_NN के\PSP कारण\N_NN कैंसर\N_NN व\CC_CCD हदय\JJ रोगियों\N_NN की\PSP संख्या\N_NN में\PSP वृद्धि\N_NN हो\V_VM रही\V_VAUX है\V_VAUX ।\RD_PUNC
hhd358	जापान\N_NNP में\PSP यह\DM_DMD बीमारी\N_NN नम्बर\N_NN एक\QT_QTC पर\PSP है\V_VAUX विकसित\JJ देशों\N_NN में\PSP यह\DM_DMD बीमारी\N_NN दूसरे\QT_QTO नम्बर\N_NN पर\PSP ,\RD_PUNC और\CC_CCD विकासशील\JJ देशों\N_NN में\PSP यह\DM_DMD तीसरे\QT_QTO नम्बर\N_NN पर\PSP है\V_VAUX ।\RD_PUNC
hhd359	भारत\N_NNP में\PSP आठ\QT_QTC में\PSP से\PSP एक\QT_QTC व्यक्ति\N_NN अपने\PR_PRF उमर\N_NN में\PSP कभी\N_NST भी\RP_RPD कैंसर\N_NN से\PSP पीड़ित\N_NN हो\V_VM सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd360	हमारे\PR_PRP देश\N_NN में\PSP जीवन\N_NN शैली\N_NN ,\RD_PUNC रीती-रीवाज\N_NN ,\RD_PUNC धर्म\N_NN भिन्न\JJ होने\V_VM के\PSP कारण\N_NN यह\DM_DMD बीमारी\N_NN अलग-अलग\N_NN जगह\N_NN में\PSP विभिन्न\JJ प्रकार\N_NN से\PSP पायी\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd361	देश\N_NN के\PSP सभी\QT_QTF आंकडों\N_NN का\PSP आंकलन\N_NN कर\PSP देखा\V_VM गया\V_VAUX है\V_VAUX शहरों\N_NN में\PSP 40\QT_QTC प्रतिशत\N_NN महिलाओं\N_NN में\PSP बच्चेदानी\N_NN के\PSP मुँह\N_NN का\PSP कैंसर\N_NN व\CC_CCD स्तन\JJ कैंसर\N_NN पाये\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd362	ग्रामीण\N_NN महिलाओं\N_NN में\PSP यह\DM_DMD दोनों\QT_QTO 60\QT_QTC से\PSP 65\QT_QTC प्रतिशत\N_NN के\PSP बीच\PSP में\PSP है\V_VAUX ।\RD_PUNC
hhd363	पुरूषों\N_NN में\PSP धूम्रपान\N_NN एवं\CC_CCD प्रदूषण\N_NN से\PSP फेफड़े\N_NN व\CC_CCD श्वाँस\N_NN साँस\N_NN की\PSP नली\N_NN का\PSP कैंसर\N_NN अधिक\RP_INTF पाया\V_VM जाता\V_VAUX है\V_VAUX तथा\CC_CCD गुटका\N_NN ,\RD_PUNC पान\N_NN पराग\N_NN ,\RD_PUNC खैनी\N_NN ,\RD_PUNC सुरती\N_NN से\PSP मुँह\N_NN व\CC_CCD पेट\N_NN का\PSP कैंसर\N_NN होने\V_VM की\PSP अधिक\RP_INTF सम्भावना\N_NN पायी\V_VM गयी\V_VAUX है\V_VAUX ।\RD_PUNC
hhd364	कैंसर\N_NN क्या\DM_DMQ है\V_VAUX ?\RD_PUNC
hhd365	कैंसर\N_NN एक\QT_QTC बीमारी\N_NN का\PSP नाम\N_NN है\V_VAUX ।\RD_PUNC
hhd366	कैंसर\N_NN में\PSP शरीर\N_NN में\PSP कोशिका\N_NN अपने\PR_PRF आप\PR_PRP ही\RP_RPD गुणात्मक\JJ तरीके\N_NN से\PSP वृद्वि\N_NN करती\V_VM है\V_VAUX और\CC_CCD शरीर\N_NN के\PSP नियमों\N_NN को\PSP अनदेखा\N_NN करती\V_VM है\V_V ।\RD_PUNC
hhd367	कोशिका\N_NN शरीर\N_NN के\PSP दूसरे\JJ भागों\N_NN में\PSP भी\RP_RPD पहुँच\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd368	कोशिका\N_NN एक\QT_QTC गिल्टी\N_NN या\CC_CCD घाव\N_NN का\PSP रूप\N_NN ले\V_VM लेती\V_VAUX है\V_VAUX ,\RD_PUNC और\CC_CCD अपने\PR_PRF सम्पर्क\N_NN में\PSP आने\N_NN वाली\PSP सभी\QT_QTF तन्त्रों\N_NN को\PSP नष्ट\N_NN कर\V_VM देती\V_VAUX है\V_VAUX ।\RD_PUNC
hhd369	कैंसर\N_NN 1000\QT_QTC से\PSP अधिक\QT_QTF बीमारीयों\N_NN का\PSP एक\QT_QTC समूह\N_NN है\V_VAUX ।\RD_PUNC
hhd370	हालांकि\CC_CCS हर\QT_QTF बीमारी\N_NN एक\QT_QTC दूसरे\N_NN से\PSP काफी\QT_QTF भिन्न\N_NN होती\V_VM है\V_VAUX ,\RD_PUNC परन्तु\CC_CCD मूलतः\N_NN सभी\QT_QTF कैंसर\N_NN शरीर\N_NN की\PSP कुछ\QT_QTF कोशिकाओं\N_NN में\PSP अव्यवस्था\N_NN के\PSP परिणामस्वरुप\N_NN होते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd371	सामान्यतः\RB सुसाध्य\JJ ट्यूमरों\N_NN को\PSP शल्य-चिकित्सा\N_NN द्वारा\PSP निकाला\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX और\CC_CCD इनके\PR_PRP फिर\RB से\PSP होने\V_VM की\V_VM संभावना\N_NN नही\RP_NEG होती\V_VAUX ।\RD_PUNC
hhd372	असाध्य\N_NN ट्यूमर\N_NN कैंसर\N_NN होते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd373	असाध्य\JJ ट्यूमर\N_NN निकट\N_NST के\PSP ऊतकों\N_NN और\CC_CCD अंगों\N_NN को\PSP नष्ट\N_NN कर\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd374	कैंसर\N_NN की\PSP कोशिकाएँ\N_NN शरीर\N_NN के\PSP अन्य\JJ भागों\N_NN में\PSP फैल\V_VM सकती\V_VAUX हैं\V_VAUX या\CC_CCD रोगव्यापि\N_NN कर\V_VM सकती\V_VAUX हैं\V_VAUX ,\RD_PUNC जिससे\PR_PRL नए\JJ ट्यूमर\N_NN पैदा\N_NN हो\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
hhd375	कैंसर\N_NN चूँकि\CC_CCS फैल\V_VM सकता\V_VAUX है\V_VAUX ,\RD_PUNC अतः\CC_CCS आवश्यक\N_NN है\V_VAUX कि\CC_CCS चिकित्सक\N_NN तुरन्त\RB यह\DM_DMD पता\N_NN कर\N_NN लें\V_VM कि\CC_CCS क्या\DM_DMQ ट्यूमर\N_NN बन\V_VM गया\V_VAUX है\V_VAUX ,\RD_PUNC और\CC_CCD यह\DM_DMD कैंसर\N_NN है\V_VAUX ।\RD_PUNC
hhd376	कैंसर\N_NN का\PSP पता\N_NN चलते\V_VM ही\RP_RPD इसका\PR_PRP इलाज\N_NN आरम्भ\N_NN किया\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
hhd377	कैंसर\PSP के\PSP कारण\N_NN ऐसे\DM_DMD अनेक\JJ लक्षण\N_NN दिखलाई\V_VM पड़ने\V_VAUX लगते\V_VM हैं\V_VAUX जो\PR_PRL कैंसर\N_NN होने\V_VM का\PSP आभास\N_NN देते\V_VM हैं\V_VAUX ।\RD_PUNC
hhd378	कुछ\QT_QTC महत्वपूर्ण\JJ लक्षणों\N_NN का\PSP विवरण\N_NN नीचे\N_NST दिया\V_VM जा\V_VAUX रहा\V_VAUX है\V_VAUX ।\RD_PUNC
